,unicode,font,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399
60,108,Comic Sans MS,0,0,0,0,0,0,0,0,0,9,224,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,255,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,255,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,255,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,255,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,255,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,255,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,255,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,255,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,255,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,255,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,255,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,255,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,255,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,255,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,231,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,109,Comic Sans MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,214,0,86,229,219,54,72,207,247,187,14,0,0,0,0,0,0,0,0,201,228,91,254,249,255,226,251,255,250,255,129,0,0,0,0,0,0,0,0,208,238,241,224,38,236,255,221,64,55,255,192,0,0,0,0,0,0,0,0,191,255,242,42,0,212,237,17,0,0,230,225,0,0,0,0,0,0,0,0,169,255,86,0,0,200,224,0,0,0,185,252,4,0,0,0,0,0,0,0,164,255,11,0,0,179,230,0,0,0,159,255,34,0,0,0,0,0,0,0,183,246,0,0,0,154,254,7,0,0,133,255,65,0,0,0,0,0,0,0,207,224,0,0,0,127,255,38,0,0,107,255,94,0,0,0,0,0,0,0,221,217,0,0,0,104,255,68,0,0,83,255,122,0,0,0,0,0,0,0,207,241,0,0,0,88,255,88,0,0,54,255,148,0,0,0,0,0,0,0,128,203,0,0,0,41,235,51,0,0,10,223,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,110,Comic Sans MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,225,4,83,215,245,155,2,0,0,0,0,0,0,0,0,0,0,0,0,160,255,121,255,254,248,255,83,0,0,0,0,0,0,0,0,0,0,0,0,160,255,254,215,36,52,255,148,0,0,0,0,0,0,0,0,0,0,0,0,165,255,251,41,0,6,255,171,0,0,0,0,0,0,0,0,0,0,0,0,176,255,153,0,0,0,255,179,0,0,0,0,0,0,0,0,0,0,0,0,191,255,57,0,0,0,255,180,0,0,0,0,0,0,0,0,0,0,0,0,207,247,1,0,0,0,246,188,0,0,0,0,0,0,0,0,0,0,0,0,219,224,0,0,0,0,231,215,0,0,0,0,0,0,0,0,0,0,0,0,220,218,0,0,0,0,208,248,2,0,0,0,0,0,0,0,0,0,0,0,200,245,0,0,0,0,178,255,23,0,0,0,0,0,0,0,0,0,0,0,139,198,0,0,0,0,106,224,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,111,Comic Sans MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,138,228,245,182,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,190,255,251,249,255,202,1,0,0,0,0,0,0,0,0,0,0,0,0,107,255,177,15,11,185,255,61,0,0,0,0,0,0,0,0,0,0,0,0,216,244,16,0,0,63,255,138,0,0,0,0,0,0,0,0,0,0,0,25,255,170,0,0,0,15,255,169,0,0,0,0,0,0,0,0,0,0,0,56,255,130,0,0,0,4,255,187,0,0,0,0,0,0,0,0,0,0,0,56,255,131,0,0,0,24,255,169,0,0,0,0,0,0,0,0,0,0,0,22,255,184,0,0,0,93,255,118,0,0,0,0,0,0,0,0,0,0,0,0,198,255,91,0,52,231,249,29,0,0,0,0,0,0,0,0,0,0,0,0,55,248,255,246,255,255,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,200,248,221,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,112,Comic Sans MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,219,73,193,247,220,85,0,0,0,0,0,0,0,0,0,0,0,0,0,230,253,255,255,245,255,253,49,0,0,0,0,0,0,0,0,0,0,0,0,207,255,231,70,0,81,255,150,0,0,0,0,0,0,0,0,0,0,0,0,192,255,53,0,0,0,225,220,0,0,0,0,0,0,0,0,0,0,0,0,192,255,24,0,0,0,180,249,0,0,0,0,0,0,0,0,0,0,0,0,192,255,24,0,0,0,165,255,13,0,0,0,0,0,0,0,0,0,0,0,192,255,24,0,0,0,178,255,8,0,0,0,0,0,0,0,0,0,0,0,192,255,24,0,0,4,231,226,0,0,0,0,0,0,0,0,0,0,0,0,192,255,71,1,8,143,255,143,0,0,0,0,0,0,0,0,0,0,0,0,192,255,255,247,249,255,229,22,0,0,0,0,0,0,0,0,0,0,0,0,192,255,210,243,244,179,35,0,0,0,0,0,0,0,0,0,0,0,0,0,192,255,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,255,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,255,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,226,15,0,0,0,0,0,0,0,0,0,0,0
65,113,Comic Sans MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,195,240,215,230,77,0,0,0,0,0,0,0,0,0,0,0,0,3,170,255,252,205,215,255,123,0,0,0,0,0,0,0,0,0,0,0,0,121,255,208,36,0,66,255,116,0,0,0,0,0,0,0,0,0,0,0,9,238,243,27,0,0,79,255,109,0,0,0,0,0,0,0,0,0,0,0,69,255,157,0,0,0,91,255,92,0,0,0,0,0,0,0,0,0,0,0,111,255,94,0,0,0,99,255,72,0,0,0,0,0,0,0,0,0,0,0,123,255,71,0,0,0,116,255,51,0,0,0,0,0,0,0,0,0,0,0,102,255,104,0,0,0,152,255,24,0,0,0,0,0,0,0,0,0,0,0,32,252,221,27,0,7,225,248,1,0,0,0,0,0,0,0,0,0,0,0,0,128,255,239,179,207,255,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,200,246,235,250,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,255,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,255,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,236,78,0,0,0,0,0,0
66,114,Comic Sans MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,189,6,111,206,246,185,1,0,0,0,0,0,0,0,0,0,0,0,0,192,252,201,255,217,208,255,44,0,0,0,0,0,0,0,0,0,0,0,0,192,255,248,89,0,116,255,63,0,0,0,0,0,0,0,0,0,0,0,0,192,255,106,0,0,73,235,29,0,0,0,0,0,0,0,0,0,0,0,0,192,247,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,115,Comic Sans MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,119,212,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,197,255,255,255,255,25,0,0,0,0,0,0,0,0,0,0,0,0,69,253,255,254,192,191,255,63,0,0,0,0,0,0,0,0,0,0,0,0,185,255,175,32,0,71,237,28,0,0,0,0,0,0,0,0,0,0,0,0,214,238,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,255,248,194,109,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,131,216,255,255,216,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,153,255,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,218,230,0,0,0,0,0,0,0,0,0,0,0,0,83,186,47,0,1,51,237,226,0,0,0,0,0,0,0,0,0,0,0,0,128,255,255,246,247,255,255,129,0,0,0,0,0,0,0,0,0,0,0,0,4,116,203,245,242,203,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,116,Comic Sans MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,225,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,255,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,255,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,240,234,242,255,235,251,232,29,0,0,0,0,0,0,0,0,0,0,0,35,192,221,243,255,253,234,217,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,255,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,255,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,255,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,255,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,255,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,255,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,255,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,255,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,238,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,117,Comic Sans MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,215,3,0,0,0,185,165,0,0,0,0,0,0,0,0,0,0,0,0,208,253,5,0,0,2,253,205,0,0,0,0,0,0,0,0,0,0,0,0,237,221,0,0,0,17,255,194,0,0,0,0,0,0,0,0,0,0,0,0,251,188,0,0,0,26,255,183,0,0,0,0,0,0,0,0,0,0,0,0,250,181,0,0,0,30,255,173,0,0,0,0,0,0,0,0,0,0,0,0,240,186,0,0,0,32,255,172,0,0,0,0,0,0,0,0,0,0,0,0,222,199,0,0,0,32,255,172,0,0,0,0,0,0,0,0,0,0,0,0,195,225,0,0,0,32,255,173,0,0,0,0,0,0,0,0,0,0,0,0,162,254,34,0,7,81,255,175,0,0,0,0,0,0,0,0,0,0,0,0,83,255,254,238,254,255,255,184,0,0,0,0,0,0,0,0,0,0,0,0,0,112,224,248,221,143,222,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,118,Comic Sans MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,236,40,0,0,0,4,208,135,0,0,0,0,0,0,0,0,0,0,0,88,255,134,0,0,0,71,255,157,0,0,0,0,0,0,0,0,0,0,0,12,246,218,0,0,0,157,255,73,0,0,0,0,0,0,0,0,0,0,0,0,169,255,46,0,5,237,232,4,0,0,0,0,0,0,0,0,0,0,0,0,80,255,129,0,75,255,140,0,0,0,0,0,0,0,0,0,0,0,0,0,6,239,213,0,166,255,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,255,56,246,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,255,219,255,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,237,255,242,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,255,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,231,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,119,Comic Sans MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,233,84,0,0,68,237,46,0,0,95,230,25,0,0,0,0,0,0,0,56,255,154,0,0,170,255,128,0,0,174,255,31,0,0,0,0,0,0,0,29,255,185,0,3,239,255,175,0,0,229,226,0,0,0,0,0,0,0,0,2,248,211,0,60,255,254,217,0,30,255,165,0,0,0,0,0,0,0,0,0,217,240,0,132,255,171,251,5,86,255,104,0,0,0,0,0,0,0,0,0,180,255,15,210,193,100,255,39,141,255,37,0,0,0,0,0,0,0,0,0,141,255,79,255,103,64,255,78,201,224,0,0,0,0,0,0,0,0,0,0,95,255,190,252,21,24,255,134,251,155,0,0,0,0,0,0,0,0,0,0,39,255,255,187,0,0,229,232,255,85,0,0,0,0,0,0,0,0,0,0,0,225,255,100,0,0,159,255,237,9,0,0,0,0,0,0,0,0,0,0,0,113,202,7,0,0,43,232,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,120,Comic Sans MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,227,47,0,0,0,0,69,236,53,0,0,0,0,0,0,0,0,0,0,71,254,224,15,0,0,47,238,248,37,0,0,0,0,0,0,0,0,0,0,0,124,255,160,0,49,235,252,90,0,0,0,0,0,0,0,0,0,0,0,0,2,197,255,126,239,252,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,249,255,254,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,237,255,206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,220,255,231,255,114,0,0,0,0,0,0,0,0,0,0,0,0,0,16,204,255,143,33,241,248,46,0,0,0,0,0,0,0,0,0,0,0,12,203,255,162,1,0,90,255,212,8,0,0,0,0,0,0,0,0,0,0,106,255,168,3,0,0,0,159,255,132,0,0,0,0,0,0,0,0,0,0,26,116,4,0,0,0,0,10,201,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,121,Comic Sans MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,163,0,0,0,0,0,89,236,39,0,0,0,0,0,0,0,0,0,0,202,255,80,0,0,0,8,227,253,32,0,0,0,0,0,0,0,0,0,0,69,255,221,6,0,0,103,255,173,0,0,0,0,0,0,0,0,0,0,0,0,194,255,108,0,1,216,255,57,0,0,0,0,0,0,0,0,0,0,0,0,65,255,228,7,70,255,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,255,99,176,255,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,255,224,252,218,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,255,255,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,255,235,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,255,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,219,251,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,255,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,255,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,239,239,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,213,136,0,0,0,0,0,0,0,0,0,0,0
74,122,Comic Sans MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,253,255,255,255,255,255,249,64,0,0,0,0,0,0,0,0,0,0,0,66,184,205,223,232,239,255,255,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,255,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,254,236,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,205,255,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,255,194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,248,251,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,221,255,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,192,255,225,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,255,255,245,232,232,232,216,18,0,0,0,0,0,0,0,0,0,0,0,175,255,255,255,255,255,255,235,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,65,Comic Sans MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,225,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,204,255,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,255,255,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,239,255,254,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,255,164,215,253,10,0,0,0,0,0,0,0,0,0,0,0,0,0,36,250,243,26,164,255,55,0,0,0,0,0,0,0,0,0,0,0,0,0,168,255,118,0,113,255,105,0,0,0,0,0,0,0,0,0,0,0,0,44,254,217,19,67,156,255,154,0,0,0,0,0,0,0,0,0,0,0,6,179,255,238,252,255,255,255,203,0,0,0,0,0,0,0,0,0,0,0,145,255,255,255,255,220,166,229,248,4,0,0,0,0,0,0,0,0,0,0,159,255,168,81,21,0,0,168,255,46,0,0,0,0,0,0,0,0,0,13,243,247,17,0,0,0,0,123,255,102,0,0,0,0,0,0,0,0,0,103,255,164,0,0,0,0,0,68,255,184,0,0,0,0,0,0,0,0,0,192,255,59,0,0,0,0,0,6,240,249,10,0,0,0,0,0,0,0,0,168,186,0,0,0,0,0,0,0,116,221,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
